oportunidade;empresa;data_criacao;data_envio_proposta;data_fechada;data_ultima_modificacao;valor;fase_comercial;nova_venda;finalidade;origem;departamento;motivo_perdido;tipo_venda;erp;pagamento;produto;sku;quantidade;vendedor
972297;Empresa 97;31/08/2022;02/09/2022;;09/09/2022;62299.93;Fechada e Perdida;NV - 0026870;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;projetor;0;;Vendedor F
972387;Empresa 378;31/08/2022;02/09/2022;;02/09/2022;29500;Fechada e Perdida;NV - 0026908;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;FORNO MICROONDAS CAPACIDADE 32L 220V/LAVADORA ROUPA TIPO LACA/SECA;0;10;Vendedor E
972599;Empresa 115;01/09/2022;02/09/2022;;09/09/2022;5699.97;Fechada e Perdida;NV - 0026966;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;smart tv 43;0;;Vendedor F
972462;Empresa 2906;01/09/2022;02/09/2022;;15/09/2022;15342.2;Fechada e Perdida;NV - 0026924;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;"Monitor Dell De 18,5"" E1920h 60 Hz Antirreflexo Preto com o ComfortVie...";0;20;Vendedor E
972537;Empresa 4337;01/09/2022;02/09/2022;;15/09/2022;13679.9;Fechada e Perdida;NV - 0026943;Uso e consumo;Caixa Off;PCS;Cliente - Desistência da compra;Cotação;;Boleto;Notebook Acer Aspire 5 Intel Core I5-10210U 8GB (GeForce MX250 2GB) 256GB SSD W11 15,6” FHD IPS Prata A515-54G-55HW;0;4;Vendedor C
972459;Empresa 2223;01/09/2022;02/09/2022;;15/09/2022;974.44;Fechada e Perdida;NV - 0026923;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;B2W - Estoque (Falta de produto);Cotação;;Faturado;Ferro de Passar + Tábua + Ferro a Vapor;0;5;Vendedor C
972548;Empresa 427;01/09/2022;02/09/2022;;15/09/2022;3799.99;Fechada e Perdida;NV - 0026948;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;Smart TV LED 55” LG 55UP7550 4K UHD 55UP7550 Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;0;1;Vendedor C
972316;Empresa 233;31/08/2022;02/09/2022;15/09/2022;15/09/2022;1834.76;Fechada e Ganha;NV - 0026885;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;Faturado;Liquidificador/Sanduicheira;0;10;Vendedor R
972342;Empresa 569;31/08/2022;02/09/2022;;12/09/2022;37999;Fechada e Perdida;NV - 0026897;Uso e consumo;Caixa Off;MÓVEIS - ESCRITÓRIO;Cliente - Desistência da compra;Cotação;;Faturado;Cadeira de Escritório com Encosto - Office Basics;0;100;Vendedor E
972500;Empresa 3189;01/09/2022;02/09/2022;;15/09/2022;269;Fechada e Perdida;NV - 0026936;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;Combo Teclado E Mouse Sem Fio Targus Mtg Portugues Abnt 2 Qwert;0;3;Vendedor C
972497;Empresa 4338;01/09/2022;02/09/2022;;13/09/2022;2184.99;Fechada e Perdida;NV - 0026935;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;Smart TV Semp Roku Led 50¿ Rk8500 4k UHD HDR Wifi Dual Band, 4 Hdmi, 1 Usb, Com Controle Por Aplicativo;0;3;Vendedor E
972553;Empresa 235;01/09/2022;02/09/2022;;15/09/2022;3799;Fechada e Perdida;NV - 0026951;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;Smart TV LED 55” LG 55UP7550 4K UHD 55UP7550 Wi-Fi Bluetooth HDR Inteligência Artificial ThinQ Smart Magic Google Alexa;0;1;Vendedor C
972436;Empresa 2820;01/09/2022;02/09/2022;;13/09/2022;54157.68;Fechada e Perdida;NV - 0026922;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;diversos;0;;Vendedor F
972484;Empresa 2273;01/09/2022;02/09/2022;;26/09/2022;11500;Fechada e Perdida;NV - 0026933;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";0;4;Vendedor E
972489;Empresa 2560;01/09/2022;02/09/2022;;22/09/2022;114950.36;Fechada e Perdida;NV - 0026934;Uso e consumo;Caixa Off;PCS;Cliente - Desistência da compra;Cotação;;Faturado;Teclado + Mouse + Tv + Monitor+ Suporte;0;214;Vendedor C
972580;Empresa 4339;01/09/2022;02/09/2022;;20/09/2022;33301.5;Fechada e Perdida;NV - 0026960;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphones;0;;Vendedor F
972334;Empresa 2612;31/08/2022;02/09/2022;27/09/2022;27/09/2022;240960.21;Fechada e Ganha;NV - 0026894;Uso e consumo;Caixa Off;ELETRONICOS (TVs);;Cotação;;Faturado;smart tvs;0;;Vendedor F
972432;Empresa 532;31/08/2022;02/09/2022;;26/09/2022;1800;Fechada e Perdida;NV - 0026919;Uso e consumo;Caixa Off;PCS;Cliente - Desistência da compra;Cotação;;;Monitor LED 19.5'' LG 20mk400h-b 1366 x 768 Hd -;0;3;Vendedor E
972376;Empresa 881;31/08/2022;02/09/2022;;09/09/2022;12530;Fechada e Perdida;NV - 0026905;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Desistência da compra;Cotação;;Faturado;700 resmas de papael a4;0;;Vendedor F
972411;Empresa 3983;31/08/2022;02/09/2022;22/09/2022;22/09/2022;2198.99;Fechada e Ganha;NV - 0026916;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy S20 FE 5G 128GB Snapdragon Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Azul Marinho;0;1;Vendedor E
972733;Empresa 2597;02/09/2022;03/09/2022;05/09/2022;05/09/2022;5709.87;Fechada e Ganha;NV - 0027026;Uso e consumo;Caixa Off;AUDIO;;Cotação;;Faturado;Caixa de Som Bluetooth Flip Essential JBL Classificação IPX7 À prova d... + Aspirador Robô Mondial RB-01 Fast Clean Bivolt +Fone de Ouvido Sem Fio HUAWEI Freebuds 4i TWS Bluetooth Cancelamento d...;0;12;Vendedor R
972884;Empresa 4340;05/09/2022;05/09/2022;14/09/2022;14/09/2022;55217.87;Fechada e Perdida;NV - 0027088;Uso e consumo;Caixa On;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A03 64GB 4GB RAM Processador Octa Core 48MP ...;4533174812;40;Vendedor S
972815;Empresa 3603;05/09/2022;05/09/2022;05/09/2022;06/09/2022;3875.49;Fechada e Ganha;NV - 0027050;Uso e consumo;Caixa Off;AUDIO;;Cotação;;Faturado;Fone de Ouvido Philips TAUH201 Headphone com microfone - Preto;2555203717;51;Vendedor S
972616;Empresa 569;01/09/2022;05/09/2022;23/09/2022;23/09/2022;3126.9;Fechada e Ganha;NV - 0026986;Uso e consumo;Caixa Off;TABLETS;;Cotação;;Faturado;galaxy a7;0;;Vendedor F
972883;Empresa 4014;05/09/2022;05/09/2022;25/10/2022;25/10/2022;553.73;Fechada e Ganha;NV - 0027087;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;SAP Ariba;Faturado;Papel Chamex A4 75g Pacote 500 folhas;;;Vendedor C
972882;Empresa 4014;05/09/2022;05/09/2022;;05/01/2023;974.97;Fechada e Perdida;NV - 0027086;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Bebedouro Aqua Biv;0;3;Vendedor C
972872;Empresa 4341;05/09/2022;05/09/2022;14/09/2022;14/09/2022;86452.29;Fechada e Perdida;NV - 0027079;Uso e consumo;Caixa On;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3 AMD Ryzen 5 8GB 256GB SSD Linux 15.6"" Prata";4296134998;30;Vendedor S
972854;Empresa 4342;05/09/2022;05/09/2022;;12/09/2022;44364;Fechada e Perdida;NV - 0027068;Revenda;Caixa On;PCS;Cliente - Desistência da compra;Cotação;;Boleto;Notebook Lenovo Ultrafino Ideapad 3i I5-10210U 8GB 256GB SSD Tela 15.6...;4200685112;12;Vendedor C
972629;Empresa 3917;01/09/2022;05/09/2022;27/09/2022;27/09/2022;4919.39;Fechada e Perdida;NV - 0026991;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphone Motorola Moto G31 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB R...;4447197997;4;Vendedor S
972631;Empresa 2165;01/09/2022;05/09/2022;;14/09/2022;15000;Fechada e Perdida;NV - 0026992;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Iphone 13 Pro Max Prateado 512gb;0;5;Vendedor E
972810;Empresa 3603;05/09/2022;05/09/2022;28/09/2022;28/09/2022;34590.42;Fechada e Ganha;NV - 0027044;Uso e consumo;Caixa Off;PCS;;Cotação;;Faturado;Notebook Dell Inspiron 15 i1101-M60S 15.6 Full HD 11ª geração Intel;4299511162;6;Vendedor S
972622;Empresa 4343;01/09/2022;05/09/2022;12/09/2022;15/09/2022;2055.48;Fechada e Ganha;NV - 0026988;Uso e consumo;Caixa Off;ELETRONICOS (TVs);;Cotação;;Faturado;smart tv;0;;Vendedor F
972119;Empresa 2635;30/08/2022;05/09/2022;;25/11/2022;971190;Fechada e Perdida;NV - 0026811;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;galaxy a13;0;;Vendedor F
972877;Empresa 4344;05/09/2022;05/09/2022;10/09/2022;12/09/2022;6574.59;Fechada e Ganha;NV - 0027082;Revenda;Caixa On;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core - Verde (novo);5396424440;11;Vendedor C
972751;Empresa 4243;02/09/2022;05/09/2022;06/09/2022;27/09/2022;2517;Fechada e Ganha;NV - 0027032;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;"Smartphone Samsung Galaxy A03 64GB 4GB RAM Processador Octa Core 48MP + 2MP 5MP Tela Infinita de 6.5"" Dual Chip Android - Preto";0;3;Vendedor C
972654;Empresa 4014;02/09/2022;05/09/2022;15/09/2022;05/01/2023;1149.99;Fechada e Ganha;NV - 0027054;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;;Catálogo;SAP Ariba;Faturado;"Monitor Samsung 24"""" Fhd, Hdmi, Vga, Pret";;1;Vendedor C
972655;Empresa 4014;02/09/2022;05/09/2022;;05/01/2023;249.95;Fechada e Perdida;NV - 0027002;Uso e consumo;Caixa Off;ELETRONICOS (TVs);B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Conversor Displayport Macho X Vga 1080p;0;5;Vendedor C
972653;Empresa 4014;02/09/2022;05/09/2022;;05/01/2023;809.97;Fechada e Perdida;NV - 0027001;Uso e consumo;Caixa Off;PCS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Teclado E Mouse Sem Fio Dell Pro ¿ Km522;0;3;Vendedor C
972862;Empresa 1044;05/09/2022;05/09/2022;;13/09/2022;92920;Fechada e Perdida;NV - 0027072;Uso e consumo;Caixa Off;TABLETS;B2W - Estoque (Falta de produto);Cotação;;Faturado;"Apple iPad (9ª geração) A13 Bionic (10,2"", Wi-Fi, 256GB) - Cinza-espacial";0;20;Vendedor E
972693;Empresa 3917;02/09/2022;05/09/2022;05/09/2022;05/09/2022;22500;Fechada e Perdida;NV - 0027010;Uso e consumo;Caixa Off;CLIMATIZAÇÃO;B2W - Estoque (Falta de produto);Cotação;;Faturado;;0;;Vendedor S
972879;Empresa 4345;05/09/2022;05/09/2022;;12/09/2022;9035.04;Fechada e Perdida;NV - 0027084;Revenda;Caixa On;LIVROS;Cliente - Desistência da compra;Cotação;;Boleto;Livro - Todas as suas (im)perfeições;134521098;336;Vendedor C
972098;Empresa 4014;29/08/2022;05/09/2022;15/09/2022;05/01/2023;8399.96;Fechada e Ganha;NV - 0026803;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;;Catálogo;SAP Ariba;Faturado;"Monitor Gamer Samsung Odyssey 24"""", Fhd,";0;4;Vendedor C
972881;Empresa 4014;05/09/2022;05/09/2022;;05/01/2023;1340.98;Fechada e Perdida;NV - 0027085;Uso e consumo;Caixa Off;PCS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;;Teclado E Mouse Sem Fio Dell Pro ¿ Km522 + Mochila Dell Pro - 15,6;0;5;Vendedor C
972657;Empresa 4014;02/09/2022;05/09/2022;15/09/2022;05/01/2023;799;Fechada e Ganha;NV - 0027003;Uso e consumo;Caixa Off;TABLETS;;Catálogo;SAP Ariba;Faturado;"Tablet Philco 8"""" Android 10, Processador";0;1;Vendedor C
972663;Empresa 99;02/09/2022;05/09/2022;14/09/2022;14/09/2022;3474.61;Fechada e Ganha;NV - 0027006;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Cotação;;Faturado;lava e seca;0;;Vendedor F
972796;Empresa 4014;05/09/2022;05/09/2022;;05/01/2023;259.99;Fechada e Perdida;NV - 0027041;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Cafeteira Cp38 Thermo Inox Britania 220V;0;1;Vendedor C
972744;Empresa 163;02/09/2022;05/09/2022;;13/09/2022;14012.42;Fechada e Perdida;NV - 0027030;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;smart tvs;0;;Vendedor F
972648;Empresa 4014;02/09/2022;05/09/2022;;05/01/2023;269.99;Fechada e Perdida;NV - 0026998;Uso e consumo;Caixa Off;PCS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Teclado E Mouse Sem Fio Dell Pro ¿ Km522;0;1;Vendedor C
972649;Empresa 4014;02/09/2022;05/09/2022;23/11/2022;23/11/2022;566.06;Fechada e Ganha;NV - 0026999;Uso e consumo;Caixa Off;MALAS, MOCHILAS E ACESSÓRIOS;;Catálogo;SAP Ariba;Faturado;"Mochila para Notebook TSB966DI70 15,6"" Poliéster Intellect Essential Preta - Targus";1829677988;2;Vendedor S
972825;Empresa 4346;05/09/2022;05/09/2022;14/09/2022;14/09/2022;12949.38;Fechada e Perdida;NV - 0027055;Uso e consumo;Caixa On;ELETROPORTÁTEIS;Cliente - Desistência da compra;Cotação;;Boleto;Frigobar Consul 76L CRC08 110v;119934652;12;Vendedor S
972691;Empresa 664;02/09/2022;05/09/2022;;03/10/2022;736551.15;Fechada e Perdida;NV - 0027008;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"285 smart tvs 50""";0;;Vendedor F
972647;Empresa 4014;02/09/2022;05/09/2022;;05/01/2023;259.8;Fechada e Perdida;NV - 0026997;Uso e consumo;Caixa Off;BELEZA & SAUDE;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Alcool Gel 70° Válvula Pump 500ml Clive;0;20;Vendedor C
972645;Empresa 4014;02/09/2022;05/09/2022;25/10/2022;25/10/2022;137.94;Fechada e Ganha;NV - 0026996;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;SAP Ariba;Faturado;Fita Dupla Face 3m Scotch Fixa Forte Transparente - 24 Mm X 2 M;0;6;Vendedor C
972227;Empresa 1068;30/08/2022;05/09/2022;16/09/2022;16/09/2022;6457.38;Fechada e Ganha;NV - 0026829;Uso e consumo;Caixa Off;TABLETS;;Cotação;;Faturado;iPad Mini;0;;Vendedor F
972100;Empresa 4347;29/08/2022;05/09/2022;;13/09/2022;3760;Fechada e Perdida;NV - 0026805;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Desistência da compra;Cotação;;Faturado;cx papel a4;0;;Vendedor F
972813;Empresa 91;05/09/2022;05/09/2022;;15/09/2022;2300;Fechada e Perdida;NV - 0027048;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;Frigobar Consul 76L CRC08 110v/Freezer Vertical Consul 1 Porta CVU26FB 231L;0;2;Vendedor E
972812;Empresa 4014;05/09/2022;05/09/2022;;05/01/2023;379.98;Fechada e Perdida;NV - 0027047;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;B2W - Estoque (Falta de produto);Catálogo;SAP Ariba;Faturado;Lixeira Inox Cápsula Selecta Plus Bascul;0;2;Vendedor C
972565;Empresa 4228;01/09/2022;05/09/2022;;13/09/2022;5873;Fechada e Perdida;NV - 0026954;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;GALAXY A03;0;;Vendedor F
972351;Empresa 4348;31/08/2022;05/09/2022;;12/09/2022;173281.77;Fechada e Perdida;NV - 0026900;Uso e consumo;Caixa Off;PCS;Cliente - Desistência da compra;Cotação;;Boleto;Notebook Samsung Intel Core i5-1135G7 8GB 256GB SSD W11 15,6/Computador All in One Samsung E5 Intel Core i5;0;20;Vendedor E
972464;Empresa 378;01/09/2022;05/09/2022;;13/09/2022;1200;Fechada e Perdida;NV - 0026926;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;forno de embutir;0;;Vendedor F
972595;Empresa 2404;01/09/2022;05/09/2022;;13/09/2022;2057.48;Fechada e Perdida;NV - 0026965;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;smart tv;0;;Vendedor F
972535;Empresa 2404;01/09/2022;05/09/2022;;13/09/2022;4099.99;Fechada e Perdida;NV - 0026942;Uso e consumo;Caixa Off;CLIMATIZAÇÃO;Cliente - Desistência da compra;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 18000 BTUs WindFree Plus Quente/Frio AR18TSEABWKNAZ - 220v;0;1;Vendedor E
972544;Empresa 2273;01/09/2022;05/09/2022;;09/09/2022;26249.8;Fechada e Perdida;NV - 0026947;Uso e consumo;Caixa Off;CLIMATIZAÇÃO;B2W - Estoque (Falta de produto);Cotação;;Boleto;Ar Condicionado Split Inverter Philco 9000 BTUs PAC9000ITFM9W - 220v;0;15;Vendedor C
972589;Empresa 233;01/09/2022;05/09/2022;05/09/2022;05/09/2022;692.84;Fechada e Ganha;NV - 0026961;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;Faturado;Escova Secadora Philco PEC09RG Soft Beauty Rose - 127v +Panela Elétrica de Arroz Fun Kitchen 6 Xícaras Inox - 220V;0;3;Vendedor R
972550;Empresa 2622;01/09/2022;05/09/2022;06/09/2022;06/09/2022;5280.7;Fechada e Ganha;NV - 0026949;Uso e consumo;Caixa Off;PCS;;Cotação;;Faturado;"Notebook Multilaser PC310/Notebook Multilaser PC310 Legacy Book Intel Pentium N3700 4GB 64GB W10 14"" - Preto";0;6;Vendedor E
972601;Empresa 2273;01/09/2022;05/09/2022;;12/09/2022;45120.63;Fechada e Perdida;NV - 0026969;Uso e consumo;Caixa Off;ELETRONICOS (TVs);B2W - Limite de Crédito;Cotação;;Boleto;Smart TV LED 32'' Samsung Tizen HD 32T4300/Air Fryer/Radio Caixa com bluetooh;0;30;Vendedor E
972541;Empresa 4000;01/09/2022;05/09/2022;08/09/2022;08/09/2022;97464.39;Fechada e Ganha;NV - 0026945;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;iPhone 13 Apple/Iphone 13 Pro Max Azul-sierra 256gb;0;17;Vendedor E
972468;Empresa 2560;01/09/2022;05/09/2022;;13/09/2022;808.48;Fechada e Perdida;NV - 0026928;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;lavadora de pressão;0;;Vendedor F
972577;Empresa 4349;01/09/2022;05/09/2022;;13/09/2022;3500;Fechada e Perdida;NV - 0026959;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;galaxy s;0;;Vendedor F
972328;Empresa 2401;31/08/2022;05/09/2022;;13/09/2022;4495.38;Fechada e Perdida;NV - 0026893;Uso e consumo;Caixa Off;AUDIO;Cliente - Desistência da compra;Cotação;;Faturado;caixa de som e microfone;0;;Vendedor F
972846;Empresa 4350;05/09/2022;06/09/2022;10/10/2022;11/10/2022;180901.83;Fechada e Ganha;NV - 0027066;Uso e consumo;Caixa Off;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para Brilho e Contraste com Plataforma Tizen - Preta;0;67;Vendedor C
972867;Empresa 4351;05/09/2022;06/09/2022;;12/09/2022;73927.2;Fechada e Perdida;NV - 0027077;Revenda;Caixa On;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (128GB) Branco Tela 6,1"" Câmera 12MP iOS";;20;Vendedor C
972878;Empresa 1119;05/09/2022;06/09/2022;;15/09/2022;2279.99;Fechada e Perdida;NV - 0027083;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby Audio";0;1;Vendedor C
972829;Empresa 4;05/09/2022;06/09/2022;19/09/2022;19/09/2022;5579.07;Fechada e Ganha;NV - 0027061;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;iPhone 13 Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Meia-Noite;0;1;Vendedor C
972826;Empresa 4274;05/09/2022;06/09/2022;08/09/2022;08/09/2022;4049.1;Fechada e Ganha;NV - 0027056;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";0;1;Vendedor C
972860;Empresa 4352;05/09/2022;06/09/2022;;15/09/2022;7409.25;Fechada e Perdida;NV - 0027071;Uso e consumo;Caixa Off;AUDIO;Cliente - Desistência da compra;Cotação;;Boleto;Fones de Ouvido e Caixas de Som;0;20;Vendedor C
972827;Empresa 2227;05/09/2022;06/09/2022;14/09/2022;14/09/2022;65061.68;Fechada e Ganha;NV - 0027058;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira/Refrigerador French Door Electrolux 579l Dm84x Inox 220v;0;16;Vendedor C
972828;Empresa 4353;05/09/2022;06/09/2022;;12/09/2022;24998.6;Fechada e Perdida;NV - 0027057;Revenda;Caixa On;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3i I3-10110u 4GB 256GB SSD Tela 15,6"" Windows 11 - Prata";;10;Vendedor C
972792;Empresa 233;05/09/2022;06/09/2022;;15/09/2022;1994.95;Fechada e Perdida;NV - 0027039;Uso e consumo;Caixa Off;AUDIO;B2W - Estoque (Falta de produto);Cotação;;Faturado;Fone De Ouvido In Ear JBL True Wireless Wave 300 TWS - Branco;0;5;Vendedor C
972893;Empresa 4354;05/09/2022;06/09/2022;;09/09/2022;22659;Fechada e Perdida;NV - 0027092;Revenda;Caixa On;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul";;22;Vendedor C
972909;Empresa 4014;06/09/2022;06/09/2022;16/09/2022;05/01/2023;184.99;Fechada e Ganha;NV - 0027108;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Catálogo;SAP Ariba;Faturado;Sanduicheira E Grill Press Supreme Gold;0;1;Vendedor C
972908;Empresa 4014;06/09/2022;06/09/2022;16/09/2022;05/01/2023;1079.6;Fechada e Ganha;NV - 0027107;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;;Catálogo;SAP Ariba;Faturado;Saco Para Lixo Vermelho 100 Litros - Eco;0;40;Vendedor C
972894;Empresa 4355;05/09/2022;06/09/2022;;15/09/2022;3585;Fechada e Perdida;NV - 0027093;Uso e consumo;Caixa Off;PAPELARIA;Cliente - Desistência da compra;Cotação;;Boleto;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;0;15;Vendedor C
972604;Empresa 290;01/09/2022;06/09/2022;06/09/2022;05/01/2023;532.98;Fechada e Ganha;NV - 0026973;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Catálogo;Nimbi;Faturado;2399170457 - FORNO MICRO-ONDAS ELECTROLUX MTO30 BRANCO 20L - VOLTAGEM 110V - 2399170668 FORNO MICRO-ONDAS ELECTROLUX MTO30 BRANCO 20L - 220V - 7896584068948;0;1;Vendedor F
972900;Empresa 3633;05/09/2022;06/09/2022;16/09/2022;16/09/2022;20299.71;Fechada e Ganha;NV - 0027098;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A03 Core - Preto (novo);0;29;Vendedor C
973209;Empresa 233;08/09/2022;08/09/2022;15/09/2022;15/09/2022;1519.09;Fechada e Ganha;NV - 0027180;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;Faturado;Grill Elétrica Cadence Short Gril GRL805 - 220V- Caixa de Som Bluetooth JBL GO3 Preta 4,2W com Classificação IP67 e até......;0;14;Vendedor R
972698;Empresa 3668;02/09/2022;08/09/2022;28/09/2022;28/09/2022;12039.97;Fechada e Ganha;NV - 0027012;Uso e consumo;Caixa Off;PCS;;Cotação;;Faturado;"iPad Pro 11"" Apple M1 Wi-Fi 128GB - Cinza-espacial /Smart Keyboard Folio Apple para iPad Pro de 11 polegadas";0;3;Vendedor E
972805;Empresa 129;05/09/2022;08/09/2022;;15/09/2022;34541.21;Fechada e Perdida;NV - 0027043;Uso e consumo;Caixa Off;PCS;Cliente - Desistência da compra;Cotação;;Faturado;macbooks;0;;Vendedor F
972842;Empresa 4356;05/09/2022;08/09/2022;;08/09/2022;117500;Fechada e Perdida;NV - 0027063;Uso e consumo;Caixa Off;CLIMATIZAÇÃO;B2W - Estoque (Falta de produto);Cotação;;Boleto;ar condicionado 12000;0;;Vendedor F
973194;Empresa 4327;08/09/2022;08/09/2022;19/09/2022;19/09/2022;76892.62;Fechada e Perdida;NV - 0027178;Uso e consumo;Caixa On;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único";1618074458;38;Vendedor S
973231;Empresa 4357;08/09/2022;08/09/2022;19/09/2022;19/09/2022;80386.5;Fechada e Perdida;NV - 0027186;Uso e consumo;Caixa On;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A33 128GB 5G Wi-Fi Tela 6.4'' Dual Chip 6GB;4808148420;45;Vendedor S
972811;Empresa 2420;05/09/2022;08/09/2022;20/09/2022;20/09/2022;8091;Fechada e Ganha;NV - 0027045;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A03 64GB 4GB RAM Processador Octa Core 48MP;0;10;Vendedor R
