Oportunidade;Empresa;Data_criacao;Data_envio_proposta;Data_fechada;Data_última_modificação;Valor;Fase_Comercial;Nova_Venda;Finalidade;Origem;Departamento;Motivo_perdido;Tipo_venda;ERP;Pagamento;Produto;SKU;Quantidade;Vendedor
965582;EMPRESA 3674;22/06/2022;22/06/2022;30/06/2022;30/06/2022;3756,59;Fechada e Perdida;NV - 0024331;Uso e consumo;;"CLIMATIZAÇÃO; ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;Micro-Ondas Philco PMO23EB 20 Litros Limpeza Super Clean - 110V;2400793468;7;VENDEDOR S
965582;EMPRESA 3674;22/06/2022;22/06/2022;30/06/2022;30/06/2022;17399,88;Fechada e Perdida;NV - 0024337;Uso e consumo;;"CLIMATIZAÇÃO; ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;mart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR;1618074634;12;VENDEDOR S
965582;EMPRESA 3674;22/06/2022;22/06/2022;30/06/2022;30/06/2022;14636,47;Fechada e Perdida;NV - 0024335;Uso e consumo;;"CLIMATIZAÇÃO; ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;Cooktop 4 Bocas de Indução Vitrocerâmico;3282307270;12;VENDEDOR S
965582;EMPRESA 3674;22/06/2022;22/06/2022;30/06/2022;30/06/2022;46947,69;Fechada e Perdida;NV - 0024336;Uso e consumo;;"CLIMATIZAÇÃO; ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;Lava e Seca LG VC5 11kg Branca CV3011WG4A - 220V;4872696404;12;VENDEDOR S
965582;EMPRESA 3674;22/06/2022;22/06/2022;30/06/2022;30/06/2022;42179,88;Fechada e Perdida;NV - 0024339;Uso e consumo;;"CLIMATIZAÇÃO; ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;Geladeira Brastemp Frost Free 400 litros - BRM54 Inox 110v;132717193;12;VENDEDOR S
965499;EMPRESA 3675;21/06/2022;22/06/2022;24/06/2022;24/06/2022;2842,2;Projeto em andamento;NV - 0024287;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Cartão de Crédito;Jogo de Facas Inox 9 Peças Plenus Preto Tramontina;1329081694;45;VENDEDOR C
965471;EMPRESA 741;21/06/2022;22/06/2022;;30/06/2022;19950,77;Fechada e Perdida;NV - 0024273;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;diversos (tv, suporte, mini pc e cabo hdmi);0;;VENDEDOR F
964970;EMPRESA 2334;13/06/2022;22/06/2022;01/07/2022;01/08/2022;3116,98;Fechada e Ganha;NV - 0023992;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip ...;4342102787;3;VENDEDOR R
965409;EMPRESA 2377;20/06/2022;22/06/2022;22/06/2022;02/08/2022;3145,5;Fechada e Ganha;NV - 0024217;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A03;4342102701;5;VENDEDOR R
965518;EMPRESA 3676;21/06/2022;22/06/2022;;06/07/2022;19511,43;Fechada e Perdida;NV - 0024297;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;diversos (iphone/notebook/cxa jbl..);0;;VENDEDOR F
965627;EMPRESA 3677;22/06/2022;22/06/2022;29/06/2022;29/06/2022;16790;Fechada e Perdida;NV - 0024372;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;10;VENDEDOR S
965631;EMPRESA 456;22/06/2022;22/06/2022;12/07/2022;12/07/2022;5604,05;Fechada e Perdida;NV - 0024374;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;"iPhone 11 Apple (256GB) Preto tela 6,1"" Câmera 12MP iOS";1613970093;1;VENDEDOR K
965520;EMPRESA 3678;21/06/2022;22/06/2022;;12/07/2022;10886,51;Fechada e Perdida;NV - 0024299;Uso e consumo;;TABLETS;Cliente - Desistência da compra;Cotação;;;diversos (ipad/airpads/iphone/aspirador de pó);0;;VENDEDOR F
965402;EMPRESA 2394;20/06/2022;22/06/2022;22/06/2022;22/06/2022;280,77;Projeto em andamento;NV - 0024376;Uso e consumo;;BELEZA & SAUDE;;Cotação;;Faturado;Escova Secadora Cadence Sublime 4x1 Branca - 127v;3834041626;2;VENDEDOR C
965402;EMPRESA 2394;20/06/2022;22/06/2022;22/06/2022;22/06/2022;289,55;Projeto em andamento;NV - 0024375;Uso e consumo;;BELEZA & SAUDE;;Cotação;;Faturado;Secador Cabelos Ph3700 Pink 110v  - Philco;128834709;2;VENDEDOR C
965402;EMPRESA 2394;20/06/2022;22/06/2022;22/06/2022;22/06/2022;399,93;Projeto em andamento;NV - 0024377;Uso e consumo;;BELEZA & SAUDE;;Cotação;;Faturado;Cafeteira Expresso Tres 3 Corações Lov Carbono - 220v;1663868134;1;VENDEDOR C
965585;EMPRESA 569;22/06/2022;22/06/2022;12/07/2022;12/07/2022;2819,98;Fechada e Perdida;NV - 0024341;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;1;VENDEDOR K
965585;EMPRESA 569;22/06/2022;22/06/2022;12/07/2022;12/07/2022;1462,98;Fechada e Perdida;NV - 0024392;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilh...;1618074634;1;VENDEDOR K
965481;EMPRESA 427;21/06/2022;22/06/2022;;04/07/2022;23966,91;Fechada e Perdida;NV - 0024279;Uso e consumo;;CLIMATIZAÇÃO;Cliente - Desistência da compra;Cotação;;;ar condicionado;0;;VENDEDOR F
965666;EMPRESA 3663;22/06/2022;22/06/2022;23/06/2022;23/06/2022;1810,56;Projeto em andamento;NV - 0024396;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Fritadeira Elétrica Sem Óleo Mondial Air Fryer Family NAF-03I 4 Litros;131045401;4;VENDEDOR F
965505;EMPRESA 3679;21/06/2022;22/06/2022;;19/07/2022;4205,99;Fechada e Perdida;NV - 0024290;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;1;VENDEDOR C
965462;EMPRESA 3680;21/06/2022;22/06/2022;28/06/2022;28/06/2022;1677,15;Projeto em andamento;NV - 0024260;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;1;VENDEDOR R
965664;EMPRESA 3681;22/06/2022;22/06/2022;30/06/2022;30/06/2022;27999,9;Fechada e Perdida;NV - 0024395;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;10;VENDEDOR S
965463;EMPRESA 2306;21/06/2022;22/06/2022;29/06/2022;29/06/2022;63665,91;Fechada e Perdida;NV - 0024261;Uso e consumo;;ELETRONICOS (TVs);Cliente - Preço;Cotação;;Faturado;"Smart TV 50"" Crystal UHD Samsung 4k 50AU8000 Painel Dynamic Crystal Co...";3068486027;17;VENDEDOR K
965502;EMPRESA 3682;21/06/2022;22/06/2022;12/07/2022;12/07/2022;107742,69;Fechada e Perdida;NV - 0024289;Uso e consumo;;ELETRONICOS (TVs);Cliente - Pagamento - Prazo;Cotação;;;"Smart TV 55"" Crystal UHD Samsung 4k 55AU8000 Painel Dynamic Crystal Co...";3069509753;16;VENDEDOR K
965662;EMPRESA 3683;22/06/2022;22/06/2022;30/06/2022;30/06/2022;11490;Fechada e Perdida;NV - 0024393;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Tablet Samsung Galaxy A7 Lite Wi-Fi 64GB 4GB RAM SM-T220NZAUZTO;3420720338;10;VENDEDOR S
965572;EMPRESA 367;22/06/2022;22/06/2022;;22/06/2022;49499,85;Projeto em andamento;NV - 0024330;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;15 Smart TV LED 60” LG 60UP7750 4K UHD Wi-Fi;3397040026;15;VENDEDOR R
965469;EMPRESA 3065;21/06/2022;22/06/2022;;27/06/2022;20087;Fechada e Perdida;NV - 0024267;Uso e consumo;;TELEFONIA;B2W - Limite de Crédito;Cotação;;Faturado;iPhone + Lavadora + Tvs;1679419641;5;VENDEDOR C
965492;EMPRESA 2466;21/06/2022;22/06/2022;30/06/2022;01/07/2022;2262,09;Projeto em andamento;NV - 0024282;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A33 128GB 5G Wi-Fi Tela 6.4'' Dual Chip 6GB;4808148420;1;VENDEDOR F
965619;EMPRESA 3684;22/06/2022;22/06/2022;29/06/2022;29/06/2022;16191;Fechada e Perdida;NV - 0024367;Uso e consumo;;"ELETRONICOS (TVs); PCS; TELEFONIA";Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Motorola Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 4GB RAM Câmera Tripla + Selfie 32MP - Prata;4460647219;10;VENDEDOR S
965619;EMPRESA 3684;22/06/2022;22/06/2022;29/06/2022;29/06/2022;10999,9;Fechada e Perdida;NV - 0024368;Uso e consumo;;"ELETRONICOS (TVs); PCS; TELEFONIA";Cliente - Desistência da compra;Cotação;;Boleto;"Smart TV Roku 32"" LED HD Philco PTV32G70RCH Wi-Fi 2 HDMI 1 USB Dolby Audio";3805075131;10;VENDEDOR S
965619;EMPRESA 3684;22/06/2022;22/06/2022;29/06/2022;29/06/2022;41980,6;Fechada e Perdida;NV - 0024366;Uso e consumo;;"ELETRONICOS (TVs); PCS; TELEFONIA";Cliente - Desistência da compra;Cotação;;Boleto;Pc Gamer Completo Neologic Start NLI81840 AMD 3000G 8GB (Radeon Vega 3 Integrado) 1TB + Cadeira Gamer;1871141474;10;VENDEDOR S
965533;EMPRESA 115;21/06/2022;22/06/2022;12/07/2022;12/07/2022;3879,09;Fechada e Perdida;NV - 0024305;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;1;VENDEDOR K
965616;EMPRESA 3685;22/06/2022;22/06/2022;30/06/2022;30/06/2022;19950;Projeto em andamento;NV - 0024365;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone LG K41s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 8MP - Titânio;1674059957;21;VENDEDOR S
965389;EMPRESA 3569;20/06/2022;22/06/2022;12/07/2022;12/07/2022;2022,3;Fechada e Perdida;NV - 0024203;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;4342102701;3;VENDEDOR K
965567;EMPRESA 3686;22/06/2022;22/06/2022;30/06/2022;30/06/2022;20223;Fechada e Perdida;NV - 0024328;Uso e consumo;;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip;4342102701;30;VENDEDOR S
965567;EMPRESA 3686;22/06/2022;22/06/2022;30/06/2022;30/06/2022;20223;Fechada e Perdida;NV - 0024326;Uso e consumo;;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip;4342102787;30;VENDEDOR S
965567;EMPRESA 3686;22/06/2022;22/06/2022;30/06/2022;30/06/2022;24273;Fechada e Perdida;NV - 0024327;Uso e consumo;;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;Smartphone Galaxy A03 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM;4533175073;30;VENDEDOR S
965497;EMPRESA 3230;21/06/2022;22/06/2022;12/07/2022;12/07/2022;4565,99;Fechada e Perdida;NV - 0024285;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;;"Apple iPad mini (6ª geração) A15 Bionic (8,3"", Wi-Fi, 64GB) - Cinza-es...";3918618411;1;VENDEDOR K
965549;EMPRESA 385;22/06/2022;22/06/2022;;30/06/2022;5507,57;Fechada e Perdida;NV - 0024321;Uso e consumo;;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;1 geladeira e 2 microondas;0;;VENDEDOR F
965728;EMPRESA 97;23/06/2022;22/06/2022;;25/07/2022;1500;Fechada e Perdida;NV - 0024425;Uso e consumo;;PAPELARIA;Cliente - Desistência da compra;;;Faturado;marca texto;0;;VENDEDOR F
965646;EMPRESA 3687;22/06/2022;22/06/2022;30/06/2022;30/06/2022;35890;Fechada e Perdida;NV - 0024387;Uso e consumo;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Samsung Intel Core i5-1135G7 8GB 256GB SSD W11 15,6"" NP550XDA-KH2BR - Cinza Chumbo";4100901640;10;VENDEDOR S
965538;EMPRESA 97;21/06/2022;22/06/2022;;30/06/2022;16393,33;Fechada e Perdida;NV - 0024308;Uso e consumo;;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;;diversos;0;;VENDEDOR F
965540;EMPRESA 3688;21/06/2022;22/06/2022;12/07/2022;12/07/2022;2199,99;Fechada e Perdida;NV - 0024310;Uso e consumo;;ELETRONICOS (TVs);Cliente - Estoque - falta de produto;Cotação;;;Smart TV Semp Roku Led 50¿ Rk8500 4k UHD HDR Wifi Dual Band, 4 Hdmi, 1 Usb, Com Controle Por Aplicativo;4240755664;1;VENDEDOR K
965622;EMPRESA 3689;22/06/2022;22/06/2022;30/06/2022;30/06/2022;35981,82;Fechada e Perdida;NV - 0024370;Revenda;;TABLETS;Cliente - Desistência da compra;Cotação;;Boleto;Tablet Lenovo Tab P11 Plus Octa-Core 4GB 64GB Wi-Fi+LTE Android;4630577541;18;VENDEDOR S
963770;EMPRESA 2810;27/05/2022;22/06/2022;22/06/2022;22/06/2022;11661;Congelada;NV - 0023360;Uso e consumo;;PAPELARIA;;Cotação;;;;0;;VENDEDOR K
965838;EMPRESA 652;24/06/2022;23/06/2022;30/06/2022;30/06/2022;1096;Projeto em andamento;NV - 0024749;Uso e consumo;;TELEFONIA;;Cotação;;;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;1;VENDEDOR K
965606;EMPRESA 3495;22/06/2022;23/06/2022;23/06/2022;23/06/2022;46853,39;Projeto em andamento;NV - 0024362;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;iPhone 13 Apple;4868801232;8;VENDEDOR C
965673;EMPRESA 97;23/06/2022;23/06/2022;02/08/2022;03/08/2022;338,23;Fechada e Ganha;NV - 0024399;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;;Bebedouro Cadence Aqua BEB102 Eletrônico Branco 65W - 127v;1514512214;1;VENDEDOR F
965597;EMPRESA 233;22/06/2022;23/06/2022;12/07/2022;12/07/2022;6839,94;Projeto em andamento;NV - 0024357;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Faturado;caixa jbl;0;6;VENDEDOR F
965710;EMPRESA 418;23/06/2022;23/06/2022;23/06/2022;23/06/2022;1758,9;Projeto em andamento;NV - 0024421;Uso e consumo;;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Pacote 500 folhas;5425394;110;VENDEDOR C
965561;EMPRESA 3690;22/06/2022;23/06/2022;;19/07/2022;3974,64;Fechada e Perdida;NV - 0024325;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphone Motorola Moto G31 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 13MP - Grafite;4447197997;3;VENDEDOR C
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;363,95;Projeto em andamento;NV - 0023954;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Jogo de Facas com Cepo e Tesoura 8 Peças - Casual Home;1449869654;4;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;220,98;Projeto em andamento;NV - 0024558;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Escova Secadora Black Rose Mondial ES-05 - 127v;1725909852;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;122,45;Projeto em andamento;NV - 0024552;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Prancha Philco Chrome Blue PPR06AZE - Bivolt;1798302728;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;132,99;Projeto em andamento;NV - 0024553;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Cafeteira Elétrica Cadence Neo Mint Caf209 Verde - 127v;4350071280;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;237,6;Projeto em andamento;NV - 0024559;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Churrasqueira Gourmet Bcg1 127v;132665733;2;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;356,2;Projeto em andamento;NV - 0024550;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Liquidificador Mondial Special Line 550w 1,5l Branco L-550-sl - 127v;3948981384;5;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;161,49;Projeto em andamento;NV - 0024557;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Panela Elétrica Quadrada Classic Home CH40 4L Preta - 127V;2300523153;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;116,23;Projeto em andamento;NV - 0024555;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Secador De Cabelos Chrome Blue Psc08aze 127v 2100W;134385559;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;209,74;Projeto em andamento;NV - 0024560;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Chaleira Elétrica Britânia BCH09I 1,2L com Porta Fio - 127v;4292516711;2;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;132,99;Projeto em andamento;NV - 0024554;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Máquina de Sorvete Fun Kitchen Vermelha 1L - 127v;130262471;1;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;277,97;Projeto em andamento;NV - 0024551;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Grill Toast Britânia BGR01P Antiaderente Preto - 127v;132465889;2;VENDEDOR F
964878;EMPRESA 3691;10/06/2022;23/06/2022;27/06/2022;27/06/2022;151,99;Projeto em andamento;NV - 0024556;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Omeleteira Preta com revestimento marmorizado Fun Kitchen 127V;3841908451;1;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;351,49;Projeto em andamento;NV - 0023620;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Fritadeira Air Fry Bfr21p - Britânia 220V;2757364914;1;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;282,88;Projeto em andamento;NV - 0023621;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Fone de Ouvido Philco PFO01BTG Bluetooth com até 10 horas de bateria;1432382049;2;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;1361,49;Projeto em andamento;NV - 0022603;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB;1515029478;1;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;199,99;Projeto em andamento;NV - 0023622;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Cafeteira Digital Oster Ocaf500 800W Day Light Aço Inox Preta - 220v;134269161;1;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;211,24;Projeto em andamento;NV - 0023618;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Aspirador de Pó Philco Ciclone Force 2 em 1 1250W - 220V;134231613;1;VENDEDOR F
962141;EMPRESA 3692;10/05/2022;23/06/2022;02/06/2022;02/06/2022;223,7;Projeto em andamento;NV - 0023619;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Caixa de Som Bluetooth JBL GO 2 com 3W Classificação IPX7;134348969;1;VENDEDOR F
965594;EMPRESA 456;22/06/2022;23/06/2022;24/06/2022;24/06/2022;17671,02;Projeto em andamento;NV - 0024354;Uso e consumo;;PCS;;Cotação;;Faturado;"MacBook Air 13"" Apple M1 (8GB 256GB SSD) Cinza Espacial";2545080531;2;VENDEDOR C
965650;EMPRESA 3693;22/06/2022;23/06/2022;;04/07/2022;17909,9;Fechada e Perdida;NV - 0024389;Uso e consumo;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Ultra UB433 Intel Core i3 4GB 120GB SSD Linux 14"" - Prata";4202016414;10;VENDEDOR F
965684;EMPRESA 1322;23/06/2022;23/06/2022;;28/06/2022;142788;Fechada e Perdida;NV - 0024402;Revenda;;TELEFONIA;Cliente - Preço;Cotação;;Faturado;"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto";4807381502;120;VENDEDOR C
965604;EMPRESA 3694;22/06/2022;23/06/2022;;19/07/2022;9952;Fechada e Perdida;NV - 0024361;Uso e consumo;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;Itens Diversos;4100902811;5;VENDEDOR C
965663;EMPRESA 3643;22/06/2022;23/06/2022;;30/06/2022;82500;Fechada e Perdida;NV - 0024394;Uso e consumo;;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Boleto;Diversos itens - Marketplace;108770509;50;VENDEDOR C
965583;EMPRESA 456;22/06/2022;23/06/2022;04/07/2022;04/07/2022;8996,67;Projeto em andamento;NV - 0024334;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy S21 128GB 5G Wi-Fi Tela 6.2'' Dual Chip 8GB;2875227451;2;VENDEDOR F
965640;EMPRESA 2584;22/06/2022;23/06/2022;22/07/2022;22/07/2022;2194,99;Projeto em andamento;NV - 0024380;Uso e consumo;;TABLETS;;Cotação;;;Tablet Samsung Galaxy A7 Lite Wi-Fi 64GB 4GB RAM SM-T220NZAUZTO;3420720338;2;VENDEDOR F
965637;EMPRESA 2643;22/06/2022;23/06/2022;30/06/2022;30/06/2022;4368,1;Projeto em andamento;NV - 0024378;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A72 128GB 4G Wi-Fi Tela 6.7'' Dual Chip 6GB;2937116395;2;VENDEDOR F
965638;EMPRESA 233;22/06/2022;23/06/2022;04/07/2022;04/07/2022;1321;Projeto em andamento;NV - 0024379;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Itens Diversos;128316741;10;VENDEDOR C
965720;EMPRESA 378;23/06/2022;23/06/2022;04/07/2022;04/07/2022;14839,93;Projeto em andamento;NV - 0024423;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para B...;1618074458;7;VENDEDOR S
965720;EMPRESA 378;23/06/2022;23/06/2022;04/07/2022;04/07/2022;1614,98;Projeto em andamento;NV - 0024442;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV Philco 40"" Roku Led HD PTV40G65RCH - Dolby Audio";4919259931;1;VENDEDOR S
965720;EMPRESA 378;23/06/2022;23/06/2022;04/07/2022;04/07/2022;603,78;Projeto em andamento;NV - 0024444;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Suporte Articulado Para Tvs De 26 A 55"" Full40 Línea";129031094;6;VENDEDOR S
965720;EMPRESA 378;23/06/2022;23/06/2022;04/07/2022;04/07/2022;2799,99;Projeto em andamento;NV - 0024443;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;1;VENDEDOR S
965689;EMPRESA 2402;23/06/2022;23/06/2022;28/06/2022;28/06/2022;3179,4;Fechada e Perdida;NV - 0024417;Uso e consumo;;ELETRODOMESTICOS;B2W - Estoque (Perda de estoque);Cotação;;Faturado;Mouse sem Fio Logitech M170 Design Ambidestro Compacto USB e Pilha Inc...;133670171;60;VENDEDOR S
965689;EMPRESA 2402;23/06/2022;23/06/2022;28/06/2022;28/06/2022;67986;Fechada e Perdida;NV - 0024408;Uso e consumo;;ELETRODOMESTICOS;B2W - Estoque (Perda de estoque);Cotação;;Faturado;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera ...;3171318777;60;VENDEDOR S
965772;EMPRESA 108;23/06/2022;23/06/2022;28/07/2022;28/07/2022;4099,99;Fechada e Perdida;NV - 0024447;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;Projetor Benq Ms550 Svga (800 X 600), 3.600 Lúmens, 20.000:1 Contraste, 2 Hdmi;5116939239;1;VENDEDOR S
965696;EMPRESA 2353;23/06/2022;23/06/2022;28/07/2022;28/07/2022;711,93;Fechada e Perdida;NV - 0024415;Uso e consumo;Caixa Off;"ELETROPORTÁTEIS; UTILIDADES DOMESTICAS";Cliente - Não informado / sem retorno;Cotação;;Faturado;Carregador portatil power bank 10,000mah preto - TMV;1349676492;6;VENDEDOR S
965696;EMPRESA 2353;23/06/2022;23/06/2022;28/07/2022;28/07/2022;388,84;Fechada e Perdida;NV - 0024411;Uso e consumo;Caixa Off;"ELETROPORTÁTEIS; UTILIDADES DOMESTICAS";Cliente - Não informado / sem retorno;Cotação;;Faturado;Grill Chapa Dupla Cadence Grl620-127;1232946381;2;VENDEDOR S
965696;EMPRESA 2353;23/06/2022;23/06/2022;28/07/2022;28/07/2022;759,9;Fechada e Perdida;NV - 0024414;Uso e consumo;Caixa Off;"ELETROPORTÁTEIS; UTILIDADES DOMESTICAS";Cliente - Não informado / sem retorno;Cotação;;Faturado;Conjunto de Talheres Inox Dynamic 12 Peças - Tramontina;7403886;10;VENDEDOR S
